id,type,parent_id,branch_level,translate_x,translate_y,translate_z,rotate_x,rotate_y,rotate_z,scale_x,scale_y,scale_z,color_r,color_g,color_b,color_a,geometry,hide,topo,ratio,texture_id,ch_input_id
193,5,0,0,-31.9809,50.8529,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,144,34,255,24,0,0,0.1,0,193
194,5,0,0,-21.5783,125.1259,2.0,0.0,0.0,0.0,1.0,1.0,1.0,130,229,34,255,24,0,0,0.1,0,194
195,5,0,0,-37.5289,63.119,2.0,0.0,0.0,0.0,1.0,1.0,1.0,220,229,34,255,24,0,0,0.1,0,195
196,5,0,0,2.0008,-60.472,2.0,0.0,0.0,0.0,1.0,1.0,1.0,220,229,34,255,24,0,0,0.1,0,196
197,5,0,0,-26.4329,58.2125,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,204,34,255,24,0,0,0.1,0,197
198,5,0,0,11.0163,-68.0008,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,182,34,255,24,0,0,0.1,0,198
199,5,0,0,-70.817,129.1018,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,183,34,255,24,0,0,0.1,0,199
200,5,0,0,-45.8509,136.3769,2.0,0.0,0.0,0.0,1.0,1.0,1.0,184,229,34,255,24,0,0,0.1,0,200
201,5,0,0,-25.7394,65.0646,2.0,0.0,0.0,0.0,1.0,1.0,1.0,160,229,34,255,24,0,0,0.1,0,201
202,5,0,0,2.6943,-47.2755,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,189,34,255,24,0,0,0.1,0,202
203,5,0,0,-25.7394,108.1227,2.0,0.0,0.0,0.0,1.0,1.0,1.0,116,229,34,255,24,0,0,0.1,0,203
204,5,0,0,-54.173,-36.9551,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,104,34,255,24,0,0,0.1,0,204
205,5,0,0,180.0,180.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,99,34,255,24,0,0,0.1,0,205
206,5,0,0,-54.173,-36.9551,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,106,34,255,24,0,0,0.1,0,206
207,5,0,0,-37.5289,-57.5113,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,109,34,255,24,0,0,0.1,0,207
208,5,0,0,-180.0,180.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,126,34,255,24,0,0,0.1,0,208
209,5,0,0,2.6943,-47.2755,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,143,34,255,24,0,0,0.1,0,209
210,5,0,0,-31.2874,115.6515,2.0,0.0,0.0,0.0,1.0,1.0,1.0,181,229,34,255,24,0,0,0.1,0,210
211,5,0,0,180.0,180.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,102,34,255,24,0,0,0.1,0,211
212,5,0,0,-22.9653,-48.3752,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,47,34,255,24,0,0,0.1,0,212
213,5,0,0,-114.5077,-21.5591,2.0,0.0,0.0,0.0,1.0,1.0,1.0,186,229,34,255,24,0,0,0.1,0,213
214,5,0,0,-19.4978,143.9057,2.0,0.0,0.0,0.0,1.0,1.0,1.0,126,229,34,255,24,0,0,0.1,0,214
215,5,0,0,-77.752,26.4054,2.0,0.0,0.0,0.0,1.0,1.0,1.0,220,229,34,255,24,0,0,0.1,0,215
216,5,0,0,-54.8665,-53.1124,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,108,34,255,24,0,0,0.1,0,216
217,5,0,0,-52.0925,-33.5713,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,220,34,255,24,0,0,0.1,0,217
218,5,0,0,-31.2874,-39.662,2.0,0.0,0.0,0.0,1.0,1.0,1.0,229,107,34,255,24,0,0,0.1,0,218
