id,type,parent_id,branch_level,translate_x,translate_y,translate_z,rotate_x,rotate_y,rotate_z,scale_x,scale_y,scale_z,color_r,color_g,color_b,color_a,geometry,hide,topo,ratio,ch_input_id
3281,5,3266,2,63.8114,0.0,21.7186,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
3282,5,3266,2,64.4408,0.0,20.6672,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
3283,5,3266,2,65.0702,0.0,20.5272,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
3284,5,3266,2,65.6995,0.0,11.5663,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
3285,5,3266,2,66.3289,0.0,12.7338,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
3286,5,3266,2,66.9583,0.0,11.9277,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
3287,5,3266,2,67.5877,0.0,13.012,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
3288,5,3266,2,68.2171,0.0,17.7777,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
3289,5,3266,2,68.8465,0.0,17.7108,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
3290,5,3266,2,69.4759,0.0,19.8795,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
3291,5,3266,2,70.1052,0.0,22.0482,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
3292,5,3266,2,70.7346,0.0,25.9647,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
3293,5,3266,2,71.364,0.0,25.4849,0.0,0.0,0.0,0.6,0.6,0.6,255,165,38,255,22,0,0,0.04,0
