id,type,parent_id,branch_level,translate_x,translate_y,translate_z,rotate_x,rotate_y,rotate_z,scale_x,scale_y,scale_z,color_r,color_g,color_b,color_a,geometry,hide,topo,ratio,ch_input_id
1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,128,128,128,255,22,0,17,0.1,0
2,5,1,1,-19.0,18.0,3.0588,0.0,0.0,0.0,0.15,0.15,0.15,112,93,61,255,22,0,0,0.1,0
3,5,1,1,-18.0,18.0,3.0588,0.0,0.0,0.0,0.15,0.15,0.15,46,37,28,255,22,0,0,0.1,0
4,5,1,1,-17.0,18.0,3.0118,0.0,0.0,0.0,0.15,0.15,0.15,57,53,42,255,22,0,0,0.1,0
5,5,1,1,-16.0,18.0,3.2941,0.0,0.0,0.0,0.15,0.15,0.15,51,47,36,255,22,0,0,0.1,0
6,5,1,1,-15.0,18.0,3.8588,0.0,0.0,0.0,0.15,0.15,0.15,45,41,30,255,22,0,0,0.1,0
7,5,1,1,-14.0,18.0,3.8118,0.0,0.0,0.0,0.15,0.15,0.15,46,43,26,255,22,0,0,0.1,0
8,5,1,1,-13.0,18.0,3.2,0.0,0.0,0.0,0.15,0.15,0.15,57,49,38,255,22,0,0,0.1,0
9,5,1,1,-12.0,18.0,2.4471,0.0,0.0,0.0,0.15,0.15,0.15,62,60,39,255,22,0,0,0.1,0
10,5,1,1,-11.0,18.0,2.0235,0.0,0.0,0.0,0.15,0.15,0.15,101,85,52,255,22,0,0,0.1,0
11,5,1,1,-10.0,18.0,1.8824,0.0,0.0,0.0,0.15,0.15,0.15,150,135,114,255,22,0,0,0.1,0
12,5,1,1,-9.0,18.0,1.9294,0.0,0.0,0.0,0.15,0.15,0.15,92,77,54,255,22,0,0,0.1,0
13,5,1,1,-8.0,18.0,2.1176,0.0,0.0,0.0,0.15,0.15,0.15,162,140,99,255,22,0,0,0.1,0
14,5,1,1,-7.0,18.0,2.1647,0.0,0.0,0.0,0.15,0.15,0.15,132,123,108,255,22,0,0,0.1,0
15,5,1,1,-6.0,18.0,2.1647,0.0,0.0,0.0,0.15,0.15,0.15,101,79,56,255,22,0,0,0.1,0
16,5,1,1,-5.0,18.0,2.1647,0.0,0.0,0.0,0.15,0.15,0.15,225,207,193,255,22,0,0,0.1,0
17,5,1,1,-4.0,18.0,2.1176,0.0,0.0,0.0,0.15,0.15,0.15,174,164,129,255,22,0,0,0.1,0
18,5,1,1,-3.0,18.0,1.9294,0.0,0.0,0.0,0.15,0.15,0.15,186,166,141,255,22,0,0,0.1,0
19,5,1,1,-2.0,18.0,1.5059,0.0,0.0,0.0,0.15,0.15,0.15,161,143,119,255,22,0,0,0.1,0
20,5,1,1,-1.0,18.0,1.4588,0.0,0.0,0.0,0.15,0.15,0.15,76,64,48,255,22,0,0,0.1,0
21,5,1,1,0.0,18.0,1.4118,0.0,0.0,0.0,0.15,0.15,0.15,37,34,27,255,22,0,0,0.1,0
22,5,1,1,1.0,18.0,1.3176,0.0,0.0,0.0,0.15,0.15,0.15,68,47,44,255,22,0,0,0.1,0
23,5,1,1,2.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,168,151,108,255,22,0,0,0.1,0
24,5,1,1,3.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,156,126,90,255,22,0,0,0.1,0
25,5,1,1,4.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,130,112,88,255,22,0,0,0.1,0
26,5,1,1,5.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,175,167,146,255,22,0,0,0.1,0
27,5,1,1,6.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,106,102,67,255,22,0,0,0.1,0
28,5,1,1,7.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,140,119,90,255,22,0,0,0.1,0
29,5,1,1,8.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,241,228,220,255,22,0,0,0.1,0
30,5,1,1,9.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,188,173,154,255,22,0,0,0.1,0
31,5,1,1,10.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,175,150,119,255,22,0,0,0.1,0
32,5,1,1,11.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,221,210,182,255,22,0,0,0.1,0
33,5,1,1,12.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,180,135,80,255,22,0,0,0.1,0
34,5,1,1,13.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,174,165,160,255,22,0,0,0.1,0
35,5,1,1,14.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,184,172,150,255,22,0,0,0.1,0
36,5,1,1,15.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,226,228,217,255,22,0,0,0.1,0
37,5,1,1,16.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,194,181,162,255,22,0,0,0.1,0
38,5,1,1,17.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,194,177,159,255,22,0,0,0.1,0
39,5,1,1,18.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,203,183,156,255,22,0,0,0.1,0
40,5,1,1,19.0,18.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,148,134,108,255,22,0,0,0.1,0
41,5,1,1,-19.0,17.0,3.7176,0.0,0.0,0.0,0.15,0.15,0.15,51,38,22,255,22,0,0,0.1,0
42,5,1,1,-18.0,17.0,3.4353,0.0,0.0,0.0,0.15,0.15,0.15,44,35,26,255,22,0,0,0.1,0
43,5,1,1,-17.0,17.0,3.5765,0.0,0.0,0.0,0.15,0.15,0.15,32,22,13,255,22,0,0,0.1,0
44,5,1,1,-16.0,17.0,4.0471,0.0,0.0,0.0,0.15,0.15,0.15,34,23,17,255,22,0,0,0.1,0
45,5,1,1,-15.0,17.0,4.3294,0.0,0.0,0.0,0.15,0.15,0.15,31,21,12,255,22,0,0,0.1,0
46,5,1,1,-14.0,17.0,4.2353,0.0,0.0,0.0,0.15,0.15,0.15,37,27,18,255,22,0,0,0.1,0
47,5,1,1,-13.0,17.0,3.3882,0.0,0.0,0.0,0.15,0.15,0.15,31,22,13,255,22,0,0,0.1,0
48,5,1,1,-12.0,17.0,2.5412,0.0,0.0,0.0,0.15,0.15,0.15,68,64,37,255,22,0,0,0.1,0
49,5,1,1,-11.0,17.0,2.1647,0.0,0.0,0.0,0.15,0.15,0.15,168,136,115,255,22,0,0,0.1,0
50,5,1,1,-10.0,17.0,2.1176,0.0,0.0,0.0,0.15,0.15,0.15,67,42,11,255,22,0,0,0.1,0
51,5,1,1,-9.0,17.0,2.0706,0.0,0.0,0.0,0.15,0.15,0.15,255,255,232,255,22,0,0,0.1,0
52,5,1,1,-8.0,17.0,2.1647,0.0,0.0,0.0,0.15,0.15,0.15,140,131,98,255,22,0,0,0.1,0
53,5,1,1,-7.0,17.0,2.2118,0.0,0.0,0.0,0.15,0.15,0.15,138,135,128,255,22,0,0,0.1,0
54,5,1,1,-6.0,17.0,2.2118,0.0,0.0,0.0,0.15,0.15,0.15,127,101,64,255,22,0,0,0.1,0
55,5,1,1,-5.0,17.0,2.4,0.0,0.0,0.0,0.15,0.15,0.15,158,141,115,255,22,0,0,0.1,0
56,5,1,1,-4.0,17.0,2.5412,0.0,0.0,0.0,0.15,0.15,0.15,90,83,64,255,22,0,0,0.1,0
57,5,1,1,-3.0,17.0,2.3529,0.0,0.0,0.0,0.15,0.15,0.15,145,134,106,255,22,0,0,0.1,0
58,5,1,1,-2.0,17.0,2.0706,0.0,0.0,0.0,0.15,0.15,0.15,102,94,71,255,22,0,0,0.1,0
59,5,1,1,-1.0,17.0,1.9765,0.0,0.0,0.0,0.15,0.15,0.15,102,96,72,255,22,0,0,0.1,0
60,5,1,1,0.0,17.0,1.7882,0.0,0.0,0.0,0.15,0.15,0.15,87,75,53,255,22,0,0,0.1,0
61,5,1,1,1.0,17.0,1.6941,0.0,0.0,0.0,0.15,0.15,0.15,138,104,77,255,22,0,0,0.1,0
62,5,1,1,2.0,17.0,1.4118,0.0,0.0,0.0,0.15,0.15,0.15,138,121,95,255,22,0,0,0.1,0
63,5,1,1,3.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,117,100,70,255,22,0,0,0.1,0
64,5,1,1,4.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,66,53,36,255,22,0,0,0.1,0
65,5,1,1,5.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,54,62,41,255,22,0,0,0.1,0
66,5,1,1,6.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,155,132,101,255,22,0,0,0.1,0
67,5,1,1,7.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,192,177,148,255,22,0,0,0.1,0
68,5,1,1,8.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,216,204,182,255,22,0,0,0.1,0
69,5,1,1,9.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,129,116,81,255,22,0,0,0.1,0
70,5,1,1,10.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,143,127,102,255,22,0,0,0.1,0
71,5,1,1,11.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,183,172,140,255,22,0,0,0.1,0
72,5,1,1,12.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,86,66,39,255,22,0,0,0.1,0
73,5,1,1,13.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,103,96,70,255,22,0,0,0.1,0
74,5,1,1,14.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,255,254,243,255,22,0,0,0.1,0
75,5,1,1,15.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,83,61,37,255,22,0,0,0.1,0
76,5,1,1,16.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,176,144,106,255,22,0,0,0.1,0
77,5,1,1,17.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,243,224,207,255,22,0,0,0.1,0
78,5,1,1,18.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,198,171,154,255,22,0,0,0.1,0
79,5,1,1,19.0,17.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,131,109,85,255,22,0,0,0.1,0
80,5,1,1,-19.0,16.0,4.1412,0.0,0.0,0.0,0.15,0.15,0.15,40,25,18,255,22,0,0,0.1,0
81,5,1,1,-18.0,16.0,4.3294,0.0,0.0,0.0,0.15,0.15,0.15,34,23,17,255,22,0,0,0.1,0
82,5,1,1,-17.0,16.0,4.7059,0.0,0.0,0.0,0.15,0.15,0.15,40,29,23,255,22,0,0,0.1,0
83,5,1,1,-16.0,16.0,4.7529,0.0,0.0,0.0,0.15,0.15,0.15,36,25,21,255,22,0,0,0.1,0
84,5,1,1,-15.0,16.0,4.6118,0.0,0.0,0.0,0.15,0.15,0.15,60,50,38,255,22,0,0,0.1,0
85,5,1,1,-14.0,16.0,4.3294,0.0,0.0,0.0,0.15,0.15,0.15,50,37,29,255,22,0,0,0.1,0
86,5,1,1,-13.0,16.0,3.3882,0.0,0.0,0.0,0.15,0.15,0.15,56,47,38,255,22,0,0,0.1,0
87,5,1,1,-12.0,16.0,2.5412,0.0,0.0,0.0,0.15,0.15,0.15,57,51,35,255,22,0,0,0.1,0
88,5,1,1,-11.0,16.0,2.1647,0.0,0.0,0.0,0.15,0.15,0.15,73,74,56,255,22,0,0,0.1,0
89,5,1,1,-10.0,16.0,2.1647,0.0,0.0,0.0,0.15,0.15,0.15,217,217,209,255,22,0,0,0.1,0
90,5,1,1,-9.0,16.0,2.2588,0.0,0.0,0.0,0.15,0.15,0.15,83,79,70,255,22,0,0,0.1,0
91,5,1,1,-8.0,16.0,2.4,0.0,0.0,0.0,0.15,0.15,0.15,237,224,205,255,22,0,0,0.1,0
92,5,1,1,-7.0,16.0,2.4471,0.0,0.0,0.0,0.15,0.15,0.15,109,102,58,255,22,0,0,0.1,0
93,5,1,1,-6.0,16.0,2.5412,0.0,0.0,0.0,0.15,0.15,0.15,112,89,73,255,22,0,0,0.1,0
94,5,1,1,-5.0,16.0,2.9647,0.0,0.0,0.0,0.15,0.15,0.15,43,34,25,255,22,0,0,0.1,0
95,5,1,1,-4.0,16.0,3.2941,0.0,0.0,0.0,0.15,0.15,0.15,40,30,21,255,22,0,0,0.1,0
96,5,1,1,-3.0,16.0,3.0118,0.0,0.0,0.0,0.15,0.15,0.15,37,27,25,255,22,0,0,0.1,0
97,5,1,1,-2.0,16.0,2.5882,0.0,0.0,0.0,0.15,0.15,0.15,62,60,45,255,22,0,0,0.1,0
98,5,1,1,-1.0,16.0,2.3059,0.0,0.0,0.0,0.15,0.15,0.15,66,50,37,255,22,0,0,0.1,0
99,5,1,1,0.0,16.0,2.1176,0.0,0.0,0.0,0.15,0.15,0.15,58,68,57,255,22,0,0,0.1,0
100,5,1,1,1.0,16.0,2.0235,0.0,0.0,0.0,0.15,0.15,0.15,81,71,62,255,22,0,0,0.1,0
101,5,1,1,2.0,16.0,1.6941,0.0,0.0,0.0,0.15,0.15,0.15,242,221,194,255,22,0,0,0.1,0
102,5,1,1,3.0,16.0,1.3176,0.0,0.0,0.0,0.15,0.15,0.15,223,205,169,255,22,0,0,0.1,0
103,5,1,1,4.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,156,127,93,255,22,0,0,0.1,0
104,5,1,1,5.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,140,127,85,255,22,0,0,0.1,0
105,5,1,1,6.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,173,154,112,255,22,0,0,0.1,0
106,5,1,1,7.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,151,125,88,255,22,0,0,0.1,0
107,5,1,1,8.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,44,32,6,255,22,0,0,0.1,0
108,5,1,1,9.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,187,170,142,255,22,0,0,0.1,0
109,5,1,1,10.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,142,125,81,255,22,0,0,0.1,0
110,5,1,1,11.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,176,159,133,255,22,0,0,0.1,0
111,5,1,1,12.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,183,169,158,255,22,0,0,0.1,0
112,5,1,1,13.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,187,174,157,255,22,0,0,0.1,0
113,5,1,1,14.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,139,116,84,255,22,0,0,0.1,0
114,5,1,1,15.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,255,254,235,255,22,0,0,0.1,0
115,5,1,1,16.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,129,105,93,255,22,0,0,0.1,0
116,5,1,1,17.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,200,187,171,255,22,0,0,0.1,0
117,5,1,1,18.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,234,216,194,255,22,0,0,0.1,0
118,5,1,1,19.0,16.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,54,49,29,255,22,0,0,0.1,0
119,5,1,1,-19.0,15.0,4.8,0.0,0.0,0.0,0.15,0.15,0.15,45,35,26,255,22,0,0,0.1,0
120,5,1,1,-18.0,15.0,5.1765,0.0,0.0,0.0,0.15,0.15,0.15,35,26,17,255,22,0,0,0.1,0
121,5,1,1,-17.0,15.0,5.4588,0.0,0.0,0.0,0.15,0.15,0.15,33,22,16,255,22,0,0,0.1,0
122,5,1,1,-16.0,15.0,5.2706,0.0,0.0,0.0,0.15,0.15,0.15,53,41,29,255,22,0,0,0.1,0
123,5,1,1,-15.0,15.0,4.4706,0.0,0.0,0.0,0.15,0.15,0.15,72,64,41,255,22,0,0,0.1,0
124,5,1,1,-14.0,15.0,3.7647,0.0,0.0,0.0,0.15,0.15,0.15,72,63,48,255,22,0,0,0.1,0
125,5,1,1,-13.0,15.0,3.0588,0.0,0.0,0.0,0.15,0.15,0.15,51,49,36,255,22,0,0,0.1,0
126,5,1,1,-12.0,15.0,2.4941,0.0,0.0,0.0,0.15,0.15,0.15,75,70,50,255,22,0,0,0.1,0
127,5,1,1,-11.0,15.0,2.3059,0.0,0.0,0.0,0.15,0.15,0.15,155,152,133,255,22,0,0,0.1,0
128,5,1,1,-10.0,15.0,2.5412,0.0,0.0,0.0,0.15,0.15,0.15,247,234,218,255,22,0,0,0.1,0
129,5,1,1,-9.0,15.0,2.7294,0.0,0.0,0.0,0.15,0.15,0.15,217,204,196,255,22,0,0,0.1,0
130,5,1,1,-8.0,15.0,2.9176,0.0,0.0,0.0,0.15,0.15,0.15,96,87,58,255,22,0,0,0.1,0
131,5,1,1,-7.0,15.0,2.9647,0.0,0.0,0.0,0.15,0.15,0.15,241,237,238,255,22,0,0,0.1,0
132,5,1,1,-6.0,15.0,2.9647,0.0,0.0,0.0,0.15,0.15,0.15,49,39,29,255,22,0,0,0.1,0
133,5,1,1,-5.0,15.0,3.4824,0.0,0.0,0.0,0.15,0.15,0.15,52,41,23,255,22,0,0,0.1,0
134,5,1,1,-4.0,15.0,4.0471,0.0,0.0,0.0,0.15,0.15,0.15,50,46,35,255,22,0,0,0.1,0
135,5,1,1,-3.0,15.0,3.6235,0.0,0.0,0.0,0.15,0.15,0.15,50,40,28,255,22,0,0,0.1,0
136,5,1,1,-2.0,15.0,3.0118,0.0,0.0,0.0,0.15,0.15,0.15,50,40,28,255,22,0,0,0.1,0
137,5,1,1,-1.0,15.0,2.6824,0.0,0.0,0.0,0.15,0.15,0.15,62,56,42,255,22,0,0,0.1,0
138,5,1,1,0.0,15.0,2.4471,0.0,0.0,0.0,0.15,0.15,0.15,62,68,54,255,22,0,0,0.1,0
139,5,1,1,1.0,15.0,2.2118,0.0,0.0,0.0,0.15,0.15,0.15,87,82,63,255,22,0,0,0.1,0
140,5,1,1,2.0,15.0,2.0235,0.0,0.0,0.0,0.15,0.15,0.15,213,181,143,255,22,0,0,0.1,0
141,5,1,1,3.0,15.0,1.7412,0.0,0.0,0.0,0.15,0.15,0.15,220,202,188,255,22,0,0,0.1,0
142,5,1,1,4.0,15.0,1.4118,0.0,0.0,0.0,0.15,0.15,0.15,208,179,147,255,22,0,0,0.1,0
143,5,1,1,5.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,128,102,77,255,22,0,0,0.1,0
144,5,1,1,6.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,180,148,110,255,22,0,0,0.1,0
145,5,1,1,7.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,53,52,24,255,22,0,0,0.1,0
146,5,1,1,8.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,50,46,35,255,22,0,0,0.1,0
147,5,1,1,9.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,235,216,174,255,22,0,0,0.1,0
148,5,1,1,10.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,157,127,99,255,22,0,0,0.1,0
149,5,1,1,11.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,170,159,141,255,22,0,0,0.1,0
150,5,1,1,12.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,147,131,108,255,22,0,0,0.1,0
151,5,1,1,13.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,254,250,249,255,22,0,0,0.1,0
152,5,1,1,14.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,234,203,174,255,22,0,0,0.1,0
153,5,1,1,15.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,193,182,154,255,22,0,0,0.1,0
154,5,1,1,16.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,245,235,225,255,22,0,0,0.1,0
155,5,1,1,17.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,245,232,215,255,22,0,0,0.1,0
156,5,1,1,18.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,253,240,223,255,22,0,0,0.1,0
157,5,1,1,19.0,15.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,53,69,42,255,22,0,0,0.1,0
158,5,1,1,-19.0,14.0,5.5059,0.0,0.0,0.0,0.15,0.15,0.15,39,29,20,255,22,0,0,0.1,0
159,5,1,1,-18.0,14.0,5.7412,0.0,0.0,0.0,0.15,0.15,0.15,50,40,31,255,22,0,0,0.1,0
160,5,1,1,-17.0,14.0,5.4588,0.0,0.0,0.0,0.15,0.15,0.15,40,33,25,255,22,0,0,0.1,0
161,5,1,1,-16.0,14.0,4.9412,0.0,0.0,0.0,0.15,0.15,0.15,80,72,61,255,22,0,0,0.1,0
162,5,1,1,-15.0,14.0,3.8588,0.0,0.0,0.0,0.15,0.15,0.15,98,80,58,255,22,0,0,0.1,0
163,5,1,1,-14.0,14.0,3.2,0.0,0.0,0.0,0.15,0.15,0.15,63,62,42,255,22,0,0,0.1,0
164,5,1,1,-13.0,14.0,2.8235,0.0,0.0,0.0,0.15,0.15,0.15,64,59,40,255,22,0,0,0.1,0
165,5,1,1,-12.0,14.0,2.7765,0.0,0.0,0.0,0.15,0.15,0.15,76,71,65,255,22,0,0,0.1,0
166,5,1,1,-11.0,14.0,2.7765,0.0,0.0,0.0,0.15,0.15,0.15,54,43,25,255,22,0,0,0.1,0
167,5,1,1,-10.0,14.0,2.9176,0.0,0.0,0.0,0.15,0.15,0.15,241,226,203,255,22,0,0,0.1,0
168,5,1,1,-9.0,14.0,3.2941,0.0,0.0,0.0,0.15,0.15,0.15,62,58,46,255,22,0,0,0.1,0
169,5,1,1,-8.0,14.0,3.6235,0.0,0.0,0.0,0.15,0.15,0.15,38,29,24,255,22,0,0,0.1,0
170,5,1,1,-7.0,14.0,3.6235,0.0,0.0,0.0,0.15,0.15,0.15,130,114,89,255,22,0,0,0.1,0
171,5,1,1,-6.0,14.0,3.2941,0.0,0.0,0.0,0.15,0.15,0.15,99,77,53,255,22,0,0,0.1,0
172,5,1,1,-5.0,14.0,3.7176,0.0,0.0,0.0,0.15,0.15,0.15,69,60,45,255,22,0,0,0.1,0
173,5,1,1,-4.0,14.0,4.5176,0.0,0.0,0.0,0.15,0.15,0.15,45,40,34,255,22,0,0,0.1,0
174,5,1,1,-3.0,14.0,4.0941,0.0,0.0,0.0,0.15,0.15,0.15,28,18,9,255,22,0,0,0.1,0
175,5,1,1,-2.0,14.0,3.5294,0.0,0.0,0.0,0.15,0.15,0.15,42,32,23,255,22,0,0,0.1,0
176,5,1,1,-1.0,14.0,3.2,0.0,0.0,0.0,0.15,0.15,0.15,33,28,22,255,22,0,0,0.1,0
177,5,1,1,0.0,14.0,2.9647,0.0,0.0,0.0,0.15,0.15,0.15,38,27,23,255,22,0,0,0.1,0
178,5,1,1,1.0,14.0,2.5412,0.0,0.0,0.0,0.15,0.15,0.15,154,150,115,255,22,0,0,0.1,0
179,5,1,1,2.0,14.0,2.2118,0.0,0.0,0.0,0.15,0.15,0.15,75,55,31,255,22,0,0,0.1,0
180,5,1,1,3.0,14.0,2.1176,0.0,0.0,0.0,0.15,0.15,0.15,161,144,126,255,22,0,0,0.1,0
181,5,1,1,4.0,14.0,1.9294,0.0,0.0,0.0,0.15,0.15,0.15,144,134,109,255,22,0,0,0.1,0
182,5,1,1,5.0,14.0,1.5529,0.0,0.0,0.0,0.15,0.15,0.15,135,103,64,255,22,0,0,0.1,0
183,5,1,1,6.0,14.0,1.2235,0.0,0.0,0.0,0.15,0.15,0.15,119,90,58,255,22,0,0,0.1,0
184,5,1,1,7.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,156,128,80,255,22,0,0,0.1,0
185,5,1,1,8.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,153,138,105,255,22,0,0,0.1,0
186,5,1,1,9.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,62,55,27,255,22,0,0,0.1,0
187,5,1,1,10.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,149,134,105,255,22,0,0,0.1,0
188,5,1,1,11.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,55,66,49,255,22,0,0,0.1,0
189,5,1,1,12.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,255,253,234,255,22,0,0,0.1,0
190,5,1,1,13.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,167,125,85,255,22,0,0,0.1,0
191,5,1,1,14.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,255,245,218,255,22,0,0,0.1,0
192,5,1,1,15.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,255,243,227,255,22,0,0,0.1,0
193,5,1,1,16.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,168,152,101,255,22,0,0,0.1,0
194,5,1,1,17.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,186,169,149,255,22,0,0,0.1,0
195,5,1,1,18.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,195,171,145,255,22,0,0,0.1,0
196,5,1,1,19.0,14.0,1.1765,0.0,0.0,0.0,0.15,0.15,0.15,150,120,96,255,22,0,0,0.1,0
197,5,1,1,-19.0,13.0,6.1647,0.0,0.0,0.0,0.15,0.15,0.15,70,57,40,255,22,0,0,0.1,0
198,5,1,1,-18.0,13.0,5.6941,0.0,0.0,0.0,0.15,0.15,0.15,89,72,54,255,22,0,0,0.1,0
199,5,1,1,-17.0,13.0,5.0824,0.0,0.0,0.0,0.15,0.15,0.15,74,61,42,255,22,0,0,0.1,0
200,5,1,1,-16.0,13.0,4.4235,0.0,0.0,0.0,0.15,0.15,0.15,79,71,50,255,22,0,0,0.1,0
201,5,1,1,-15.0,13.0,3.4824,0.0,0.0,0.0,0.15,0.15,0.15,63,55,42,255,22,0,0,0.1,0
202,5,1,1,-14.0,13.0,3.0588,0.0,0.0,0.0,0.15,0.15,0.15,58,52,36,255,22,0,0,0.1,0
203,5,1,1,-13.0,13.0,2.9647,0.0,0.0,0.0,0.15,0.15,0.15,46,40,28,255,22,0,0,0.1,0
204,5,1,1,-12.0,13.0,3.0118,0.0,0.0,0.0,0.15,0.15,0.15,186,163,131,255,22,0,0,0.1,0
205,5,1,1,-11.0,13.0,3.0588,0.0,0.0,0.0,0.15,0.15,0.15,83,73,48,255,22,0,0,0.1,0
206,5,1,1,-10.0,13.0,3.2471,0.0,0.0,0.0,0.15,0.15,0.15,67,60,42,255,22,0,0,0.1,0
207,5,1,1,-9.0,13.0,4.0,0.0,0.0,0.0,0.15,0.15,0.15,59,49,39,255,22,0,0,0.1,0
208,5,1,1,-8.0,13.0,4.5647,0.0,0.0,0.0,0.15,0.15,0.15,43,32,26,255,22,0,0,0.1,0
209,5,1,1,-7.0,13.0,4.1412,0.0,0.0,0.0,0.15,0.15,0.15,57,48,31,255,22,0,0,0.1,0
210,5,1,1,-6.0,13.0,3.4353,0.0,0.0,0.0,0.15,0.15,0.15,65,55,46,255,22,0,0,0.1,0
211,5,1,1,-5.0,13.0,3.8588,0.0,0.0,0.0,0.15,0.15,0.15,139,110,76,255,22,0,0,0.1,0
212,5,1,1,-4.0,13.0,4.6118,0.0,0.0,0.0,0.15,0.15,0.15,28,19,14,255,22,0,0,0.1,0
